Wavelength,50uM DMAP only,50uM Ebs only,25uM DMAP,50uM DMAP,75uM DMAP,100uM DMAP,200uM DMAP,300uM DMAP,400uM DMAP,500uM DMAP,600uM DMAP
467.8,0.0016,-0.0033,0.0125,0.0004,0.0118,0.0071,0.0044,-0.009,-0.0064,-0.0018,0.0039
468.18,0.0017,-0.0031,0.0127,0.0006,0.0122,0.0074,0.0047,-0.0091,-0.0062,-0.0013,0.0042
468.56,0.0016,-0.0032,0.0134,0.0006,0.0125,0.0076,0.0051,-0.0088,-0.0064,-0.0009,0.0044
468.94,0.0013,-0.0036,0.013,0.0004,0.0124,0.0073,0.0047,-0.0091,-0.0067,-0.0014,0.004
469.32,0.0012,-0.0035,0.013,0.0006,0.0126,0.0078,0.0048,-0.0092,-0.0064,-0.0013,0.0042
469.69,0.0012,-0.0035,0.013,0.0008,0.0125,0.008,0.0048,-0.0091,-0.0062,-0.0014,0.0041
470.07,0.0014,-0.0035,0.013,0.0006,0.0122,0.0078,0.005,-0.009,-0.0062,-0.0014,0.004
470.45,0.0007,-0.004,0.0127,0.0005,0.012,0.0077,0.005,-0.0091,-0.0065,-0.0015,0.0035
470.83,0.0006,-0.0039,0.013,0.0005,0.0122,0.0079,0.0052,-0.0089,-0.0066,-0.0014,0.0034
471.21,0.0005,-0.0039,0.0131,0.0001,0.012,0.0077,0.0049,-0.0091,-0.0069,-0.0016,0.0032
471.59,0.0005,-0.0041,0.0131,0,0.0121,0.0076,0.0047,-0.0093,-0.007,-0.0014,0.003
471.96,0.0006,-0.0041,0.0131,-0.0001,0.012,0.0074,0.0046,-0.009,-0.007,-0.0012,0.003
472.34,0.0009,-0.004,0.0132,-0.0002,0.012,0.0074,0.0044,-0.0087,-0.007,-0.0014,0.003
472.72,0.0006,-0.0042,0.0129,-0.0002,0.0118,0.0071,0.0042,-0.0088,-0.0072,-0.0018,0.0027
473.1,0.0007,-0.0038,0.0132,-0.0001,0.0117,0.0075,0.0046,-0.0085,-0.0072,-0.0014,0.0032
473.48,0.0006,-0.0039,0.0131,-0.0001,0.0116,0.0072,0.0043,-0.0082,-0.0074,-0.0012,0.0031
473.86,0.0007,-0.004,0.0134,-0.0005,0.0115,0.0071,0.0045,-0.008,-0.0074,-0.0013,0.0031
474.23,0.0004,-0.0042,0.0133,-0.0006,0.0113,0.007,0.0044,-0.0079,-0.0074,-0.0015,0.0029
474.61,0.0006,-0.004,0.0134,-0.0004,0.0115,0.0071,0.0041,-0.0077,-0.0075,-0.0011,0.0033
474.99,0.0006,-0.0044,0.0134,-0.0007,0.0113,0.007,0.0039,-0.008,-0.0078,-0.0014,0.0033
475.37,0.0008,-0.0043,0.0137,-0.0001,0.0116,0.0073,0.004,-0.0078,-0.0075,-0.0011,0.0035
475.74,0.001,-0.0041,0.0138,0.0001,0.0117,0.0074,0.0045,-0.0077,-0.0072,-0.0012,0.0036
476.12,0.0007,-0.0041,0.0139,0.0002,0.0117,0.0071,0.0044,-0.0079,-0.0069,-0.0012,0.0035
476.5,0.0002,-0.0044,0.0133,0,0.0113,0.0065,0.004,-0.0081,-0.0071,-0.0013,0.003
476.88,0.0006,-0.0041,0.0133,-0.0001,0.0114,0.0068,0.0041,-0.0081,-0.0068,-0.0011,0.0029
477.26,0.0007,-0.0041,0.0133,-0.0001,0.0114,0.0067,0.0042,-0.0081,-0.0066,-0.001,0.0027
477.63,0.0007,-0.0037,0.0136,0,0.0114,0.0069,0.0046,-0.0082,-0.0063,-0.0009,0.0029
478.01,0.0004,-0.0039,0.0132,-0.0001,0.0109,0.0068,0.0042,-0.0088,-0.0067,-0.001,0.0026
478.39,0.0005,-0.0036,0.0132,-0.0001,0.0112,0.0069,0.0042,-0.0089,-0.0064,-0.0007,0.0029
478.77,0.0005,-0.0035,0.0131,-0.0003,0.011,0.0067,0.0042,-0.009,-0.0064,-0.0006,0.0027
479.14,0.0004,-0.0034,0.0133,0,0.0111,0.0067,0.0042,-0.0088,-0.0061,-0.0003,0.0025
479.52,0.0005,-0.0031,0.0131,0,0.0111,0.0067,0.0043,-0.0084,-0.0061,-0.0001,0.0028
479.9,0.0003,-0.0031,0.0129,-0.0002,0.0109,0.0065,0.004,-0.0081,-0.006,-0.0003,0.0027
480.28,0.0003,-0.003,0.0126,-0.0004,0.0109,0.0065,0.004,-0.0081,-0.0062,-0.0002,0.0027
480.65,0.0003,-0.0027,0.0129,-0.0001,0.011,0.0068,0.0042,-0.0074,-0.0059,-0.0002,0.0029
481.03,0.0002,-0.0024,0.0129,0,0.011,0.0065,0.0041,-0.0066,-0.0053,-0.0001,0.0029
481.41,0.0001,-0.0021,0.012,0,0.0101,0.006,0.0036,-0.0058,-0.0047,-0.0001,0.0025
481.79,0.0001,-0.0018,0.0106,-0.0001,0.0091,0.0052,0.003,-0.0049,-0.0041,-0.0001,0.0021
482.16,0.0004,-0.0014,0.0098,0,0.0085,0.0046,0.0029,-0.0039,-0.0033,0.0001,0.0021
482.54,0.0003,-0.0011,0.0087,0.0002,0.0075,0.0041,0.0026,-0.003,-0.0028,0.0002,0.0018
482.92,0.0003,-0.0009,0.0075,0.0003,0.0065,0.0035,0.0023,-0.0024,-0.002,0,0.0014
483.3,0.0003,-0.0005,0.006,0.0002,0.0053,0.0028,0.0019,-0.0017,-0.0016,0,0.0011
483.67,0,-0.0006,0.0047,0,0.0042,0.0021,0.0015,-0.0012,-0.001,-0.0002,0.0006
484.05,0,-0.0004,0.0036,0,0.0032,0.0016,0.001,-0.001,-0.0008,-0.0001,0.0004
484.43,0,-0.0001,0.0026,0.0001,0.0022,0.0011,0.0007,-0.0002,-0.0002,0,0.0003
484.81,0,-0.0001,0.0013,0,0.0012,0.0005,0.0002,-0.0001,-0.0001,-0.0001,0
485.18,0,0,0.0004,0,0.0002,0,0,0,0,0,0
485.56,0,0,0,0,0,0,0,0,0,0,0
485.94,0,0,0,0,0,0,0,0,0,0,0
486.31,0,0,0,0,0,0,0,0,0,0,0
486.69,0,0,0,0,0,0,0,0,0,0,0
487.07,0,0,0,0,0,0,0,0,0,0,0
487.44,0,0,0,0,0,0,0,0,0,0,0
487.82,0,0,0,0,0,0,0,0,0,0,0
488.2,0,0,0,0,0,0,0,0,0,0,0
488.57,0,0,0,0,0,0,0,0,0,0,0
488.95,0,0,0,0,0,0,0,0,0,0,0
489.33,0,0,0,0,0,0,0,0,0,0,0
489.71,0,0,0,0,0,0,0,0,0,0,0
490.08,0,0,0,0,0,0,0,0,0,0,0
490.46,0,0,0,0,0,0,0,0,0,0,0
490.84,0,0,0,0,0,0,0,0,0,0,0
491.21,0,0,0,0,0,0,0,0,0,0,0
491.59,0,0,0,0,0,0,0,0,0,0,0
491.96,0,0,0,0,0,0,0,0,0,0,0
492.34,0,0,0,0,0,0,0,0,0,0,0
492.72,0,0,0,0,0,0,0,0,0,0,0
493.09,0,0,0,0,0,0,0,0,0,0,0
493.47,0,0,0,0,0,0,0,0,0,0,0
493.85,0,0,0,0,0,0,0,0,0,0,0
494.22,0,0,0,0,0,0,0,0,0,0,0
494.6,0,0,0,0,0,0,0,0,0,0,0
494.98,0,0,0,0,0,0,0,0,0,0,0
495.35,0,0,0,0,0,0,0,0,0,0,0
495.73,0,0,0,0,0,0,0,0,0,0,0
496.1,0,0,0,0,0,0,0,0,0,0,0
496.48,0,0,0,0,0,0,0,0,0,0,0
496.86,0,0,0,0,0,0,0,0,0,0,0
497.23,0,0,0,0,0,0,0,0,0,0,0
497.61,0,0,0,0,0,0,0,0,0,0,0
497.99,0,0,0,0,0,0,0,0,0,0,0
498.36,0,0,0,0,0,0,0,0,0,0,0
498.74,0,0,0,0,0,0,0,0,0,0,0
499.11,0,0,0,0,0,0,0,0,0,0,0
499.49,0,0,0,0,0,0,0,0,0,0,0
499.86,0,0,0,0,0,0,0,0,0,0,0
500.24,0,0,0,0,0,0,0,0,0,0,0
500.62,0,0,0,0,0,0,0,0,0,0,0
500.99,0,0,0,0,0,0,0,0,0,0,0
501.37,0,0,0,0,0,0,0,0,0,0,0
501.74,0,0,0,0,0,0,0,0,0,0,0
502.12,0,0,0,0,0,0,0,0,0,0,0
502.49,0,0,0,0,0,0,0,0,0,0,0
502.87,0,0,0,0,0,0,0,0,0,0,0
503.25,0,0,0,0,0,0,0,0,0,0,0
503.62,0,0,0,0,0,0,0,0,0,0,0
504,0,0,0,0,0,0,0,0,0,0,0
504.37,0,0,0,0,0,0,0,0,0,0,0
504.75,0,0,0,0,0,0,0,0,0,0,0
505.12,0,0,0,0,0,0,0,0,0,0,0
505.5,0,0,0,0,0,0,0,0,0,0,0
505.87,0,0,0,0,0,0,0,0,0,0,0
506.25,0,0,0,0,0,0,0,0,0,0,0
506.62,0,0,0,0,0,0,0,0,0,0,0
507,0,0,0,0,0,0,0,0,0,0,0
507.38,0,0,0,0,0,0,0,0,0,0,0
507.75,0,0,0,0,0,0,0,0,0,0,0
508.13,0,0,0,0,0,0,0,0,0,0,0
508.5,0,0,0,0,0,0,0,0,0,0,0
508.88,0,0,0,0,0,0,0,0,0,0,0
509.25,0,0,0,0,0,0,0,0,0,0,0
509.63,0,0,0,0,0,0,0,0,0,0,0
510,0,0,0,0,0,0,0,0,0,0,0
510.38,0,0,0,0,0,0,0,0,0,0,0
510.75,0,0,0,0,0,0,0,0,0,0,0
511.13,0,0,0,0,0,0,0,0,0,0,0
511.5,0,0,0,0,0,0,0,0,0,0,0
511.87,0,0,0,0,0,0,0,0,0,0,0
512.25,0,0,0,0,0,0,0,0,0,0,0
512.62,0,0,0,0,0,0,0,0,0,0,0
513,0,0,0,0,0,0,0,0,0,0,0
513.37,0,0,0,0,0,0,0,0,0,0,0
513.75,0,0,0,0,0,0,0,0,0,0,0
514.12,0,0,0,0,0,0,0,0,0,0,0
514.5,0,0,0,0,0,0,0,0,0,0,0
514.87,0,0,0,0,0,0,0,0,0,0,0
515.25,0,0,0,0,0,0,0,0,0,0,0
515.62,0,0,0,0,0,0,0,0,0,0,0
516,0,0,0,0,0,0,0,0,0,0,0
516.37,0,0,0,0,0,0,0,0,0,0,0
516.74,0,0,0,0,0,0,0,0,0,0,0
517.12,0,0,0,0,0,0,0,0,0,0,0
517.49,0,0,0,0,0,0,0,0,0,0,0
517.87,0,0,0,0,0,0,0,0,0,0,0
518.24,0,0,0,0,0,0,0,0,0,0,0
518.62,0,0,0,0,0,0,0,0,0,0,0
518.99,0,0,0,0,0,0,0,0,0,0,0
519.36,0,0,0,0,0,0,0,0,0,0,0
519.74,0,0,0,0,0,0,0,0,0,0,0
520.11,0,0,0,0,0,0,0,0,0,0,0
520.49,0,0,0,0,0,0,0,0,0,0,0
520.86,0,0,0,0,0,0,0,0,0,0,0
521.23,0,0,0,0,0,0,0,0,0,0,0
521.61,0,0,0,0,0,0,0,0,0,0,0
521.98,0,0,0,0,0,0,0,0,0,0,0
522.36,0,0,0,0,0,0,0,0,0,0,0
522.73,0,0,0,0,0,0,0,0,0,0,0
523.1,0,0,0,0,0,0,0,0,0,0,0
523.48,0,0,0,0,0,0,0,0,0,0,0
523.85,0,0,0,0,0,0,0,0,0,0,0
524.22,0,0,0,0,0,0,0,0,0,0,0
524.6,0,0,0,0,0,0,0,0,0,0,0
524.97,0,0,0,0,0,0,0,0,0,0,0
525.34,0,0,0,0,0,0,0,0,0,0,0
525.72,0,0,0,0,0,0,0,0,0,0,0
526.09,0,0,0,0,0,0,0,0,0,0,0
526.47,0,0,0,0,0,0,0,0,0,0,0
526.84,0,0,0,0,0,0,0,0,0,0,0
527.21,0,0,0,0,0,0,0,0,0,0,0
527.59,0,0,0,0,0,0,0,0,0,0,0
527.96,0,0,0,0,0,0,0,0,0,0,0
528.33,0,0,0,0,0,0,0,0,0,0,0
528.71,0,0,0,0,0,0,0,0,0,0,0
529.08,0,0,0,0,0,0,0,0,0,0,0
529.45,0,0,0,0,0,0,0,0,0,0,0
529.82,0,0,0,0,0,0,0,0,0,0,0
530.2,0,0,0,0,0,0,0,0,0,0,0
530.57,0,0,0,0,0,0,0,0,0,0,0
530.94,0,0,0,0,0,0,0,0,0,0,0
531.32,0,0,0,0,0,0,0,0,0,0,0
531.69,0,0,0,0,0,0,0,0,0,0,0
532.06,0,0,0,0,0,0,0,0,0,0,0
532.44,0,0,0,0,0,0,0,0,0,0,0
532.81,0,0,0,0,0,0,0,0,0,0,0
533.18,0,0,0,0,0,0,0,0,0,0,0
533.55,0,0,0,0,0,0,0,0,0,0,0
533.93,0,0,0,0,0,0,0,0,0,0,0
534.3,0,0,0,0,0,0,0,0,0,0,0
534.67,0,0,0,0,0,0,0,0,0,0,0
535.04,0,0,0,0,0,0,0,0,0,0,0
535.42,0,0,0,0,0,0,0,0,0,0,0
535.79,0,0,0,0,0,0,0,0,0,0,0
536.16,0,0,0,0,0,0,0,0,0,0,0
536.54,0,0,0,0,0,0,0,0,0,0,0
536.91,0,0,0,0,0,0,0,0,0,0,0
537.28,0,0,0,0,0,0,0,0,0,0,0
537.65,0,0,0,0,0,0,0,0,0,0,0
538.02,0,0,0,0,0,0,0,0,0,0,0
538.4,0,0,0,0,0,0,0,0,0,0,0
538.77,0,0,0,0,0,0,0,0,0,0,0
539.14,0,0,0,0,0,0,0,0,0,0,0
539.51,0,0,0,0,0,0,0,0,0,0,0
539.89,0,0,0,0,0,0,0,0,0,0,0
540.26,0,0,0,0,0,0,0,0,0,0,0
540.63,0,0,0,0,0,0,0,0,0,0,0
541,0,0,0,0,0,0,0,0,0,0,0
541.37,0,0,0,0,0,0,0,0,0,0,0
541.75,0,0,0,0,0,0,0,0,0,0,0
542.12,0,0,0,0,0,0,0,0,0,0,0
542.49,0,0,0,0,0,0,0,0,0,0,0
542.86,0,0,0,0,0,0,0,0,0,0,0
543.23,0,0,0,0,0,0,0,0,0,0,0
543.61,0,0,0,0,0,0,0,0,0,0,0
543.98,0,0,0,0,0,0,0,0,0,0,0
544.35,0,0,0,0,0,0,0,0,0,0,0
544.72,0,0,0,0,0,0,0,0,0,0,0
545.09,0,0,0,0,0,0,0,0,0,0,0
545.46,0,0,0,0,0,0,0,0,0,0,0
545.84,0,0,0,0,0,0,0,0,0,0,0
546.21,0,0,0,0,0,0,0,0,0,0,0
546.58,0,0,0,0,0,0,0,0,0,0,0
546.95,0,0,0,0,0,0,0,0,0,0,0
547.32,0,0,0,0,0,0,0,0,0,0,0
547.69,0,0,0,0,0,0,0,0,0,0,0
548.06,0,0,0,0,0,0,0,0,0,0,0
548.44,0,0,0,0,0,0,0,0,0,0,0
548.81,0,0,0,0,0,0,0,0,0,0,0
549.18,0,0,0,0,0,0,0,0,0,0,0
549.55,0,0,0,0,0,0,0,0,0,0,0
549.92,0,0,0,0,0,0,0,0,0,0,0
550.29,0,0,0,0,0,0,0,0,0,0,0
550.66,0,0,0,0,0,0,0,0,0,0,0
551.03,0,0,0,0,0,0,0,0,0,0,0
551.41,0,0,0,0,0,0,0,0,0,0,0
551.78,0,0,0,0,0,0,0,0,0,0,0
552.15,0,0,0,0,0,0,0,0,0,0,0
552.52,0,0,0,0,0,0,0,0,0,0,0
552.89,0,0,0,0,0,0,0,0,0,0,0
553.26,0,0,0,0,0,0,0,0,0,0,0
553.63,0,0,0,0,0,0,0,0,0,0,0
554,0,0,0,0,0,0,0,0,0,0,0
554.37,0,0,0,0,0,0,0,0,0,0,0
554.74,0,0,0,0,0,0,0,0,0,0,0
555.11,0,0,0,0,0,0,0,0,0,0,0
555.48,0,0,0,0,0,0,0,0,0,0,0
555.86,0,0,0,0,0,0,0,0,0,0,0
556.23,0,0,0,0,0,0,0,0,0,0,0
556.6,0,0,0,0,0,0,0,0,0,0,0
556.97,0,0,0,0,0,0,0,0,0,0,0
557.34,0,0,0,0,0,0,0,0,0,0,0
557.71,0,0,0,0,0,0,0,0,0,0,0
558.08,0,0,0,0,0,0,0,0,0,0,0
558.45,0,0,0,0,0,0,0,0,0,0,0
558.82,0,0,0,0,0,0,0,0,0,0,0
559.19,0,0,0,0,0,0,0,0,0,0,0
559.56,0,0,0,0,0,0,0,0,0,0,0
559.93,0,0,0,0,0,0,0,0,0,0,0
560.3,0,0,0,0,0,0,0,0,0,0,0
560.67,0,0,0,0,0,0,0,0,0,0,0
561.04,0,0,0,0,0,0,0,0,0,0,0
561.41,0,0,0,0,0,0,0,0,0,0,0
561.78,0,0,0,0,0,0,0,0,0,0,0
562.15,0,0,0,0,0,0,0,0,0,0,0
562.52,0,0,0,0,0,0,0,0,0,0,0
562.89,0,0,0,0,0,0,0,0,0,0,0
563.26,0,0,0,0,0,0,0,0,0,0,0
563.63,0,0,0,0,0,0,0,0,0,0,0
564,0,0,0,0,0,0,0,0,0,0,0
564.37,0,0,0,0,0,0,0,0,0,0,0
564.74,0,0,0,0,0,0,0,0,0,0,0
565.11,0,0,0,0,0,0,0,0,0,0,0
565.48,0,0,0,0,0,0,0,0,0,0,0
565.85,0,0,0,0,0,0,0,0,0,0,0
566.22,0,0,0,0,0,0,0,0,0,0,0
566.59,0,0,0,0,0,0,0,0,0,0,0
566.96,0,0,0,0,0,0,0,0,0,0,0
567.33,0,0,0,0,0,0,0,0,0,0,0
567.69,0,0,0,0,0,0,0,0,0,0,0
568.06,0,0,0,0,0,0,0,0,0,0,0
568.43,0,0,0,0,0,0,0,0,0,0,0
568.8,0,0,0,0,0,0,0,0,0,0,0
569.17,0,0,0,0,0,0,0,0,0,0,0
569.54,0,0,0,0,0,0,0,0,0,0,0
569.91,0,0,0,0,0,0,0,0,0,0,0
570.28,0,0,0,0,0,0,0,0,0,0,0
570.65,0,0,0,0,0,0,0,0,0,0,0
571.02,0,0,0,0,0,0,0,0,0,0,0
571.39,0,0,0,0,0,0,0,0,0,0,0
571.76,0,0,0,0,0,0,0,0,0,0,0
572.12,0,0,0,0,0,0,0,0,0,0,0
572.49,0,0,0,0,0,0,0,0,0,0,0
572.86,0,0,0,0,0,0,0,0,0,0,0
573.23,0,0,0,0,0,0,0,0,0,0,0
573.6,0,0,0,0,0,0,0,0,0,0,0
573.97,0,0,0,0,0,0,0,0,0,0,0
574.34,0,0,0,0,0,0,0,0,0,0,0
574.71,0,0,0,0,0,0,0,0,0,0,0
575.07,0,0,0,0,0,0,0,0,0,0,0
575.44,0,0,0,0,0,0,0,0,0,0,0
575.81,0,0,0,0,0,0,0,0,0,0,0
576.18,0,0,0,0,0,0,0,0,0,0,0
576.55,0,0,0,0,0,0,0,0,0,0,0
576.92,0,0,0,0,0,0,0,0,0,0,0
577.29,0,0,0,0,0,0,0,0,0,0,0
577.65,0,0,0,0,0,0,0,0,0,0,0
578.02,0,0,0,0,0,0,0,0,0,0,0
578.39,0,0,0,0,0,0,0,0,0,0,0
578.76,0,0,0,0,0,0,0,0,0,0,0
579.13,0,0,0,0,0,0,0,0,0,0,0
579.5,0,0,0,0,0,0,0,0,0,0,0
579.86,0,0,0,0,0,0,0,0,0,0,0
580.23,0,0,0,0,0,0,0,0,0,0,0
580.6,0,0,0,0,0,0,0,0,0,0,0
580.97,0,0,0,0,0,0,0,0,0,0,0
581.34,0,0,0,0,0,0,0,0,0,0,0
581.7,0,0,0,0,0,0,0,0,0,0,0
582.07,0,0,0,0,0,0,0,0,0,0,0
582.44,0,0,0,0,0,0,0,0,0,0,0
582.81,0,0,0,0,0,0,0,0,0,0,0
583.17,0,0,0,0,0,0,0,0,0,0,0
583.54,0,0,0,0,0,0,0,0,0,0,0
583.91,0,0,0,0,0,0,0,0,0,0,0
584.28,0,0,0,0,0,0,0,0,0,0,0
584.65,0,0,0,0,0,0,0,0,0,0,0
585.01,0,0,0,0,0,0,0,0,0,0,0
585.38,0,0,0,0,0,0,0,0,0,0,0
585.75,0,0,0,0,0,0,0,0,0,0,0
586.12,0,0,0,0,0,0,0,0,0,0,0
586.48,0,0,0,0,0,0,0,0,0,0,0
586.85,0,0,0,0,0,0,0,0,0,0,0
587.22,0,0,0,0,0,0,0,0,0,0,0
587.59,0,0,0,0,0,0,0,0,0,0,0
587.95,0,0,0,0,0,0,0,0,0,0,0
588.32,0,0,0,0,0,0,0,0,0,0,0
588.69,0,0,0,0,0,0,0,0,0,0,0
589.05,0,0,0,0,0,0,0,0,0,0,0
589.42,0,0,0,0,0,0,0,0,0,0,0
589.79,0,0,0,0,0,0,0,0,0,0,0
590.16,0,0,0,0,0,0,0,0,0,0,0
590.52,0,0,0,0,0,0,0,0,0,0,0
590.89,0,0,0,0,0,0,0,0,0,0,0
591.26,0,0,0,0,0,0,0,0,0,0,0
591.62,0,0,0,0,0,0,0,0,0,0,0
591.99,0,0,0,0,0,0,0,0,0,0,0
592.36,0,0,0,0,0,0,0,0,0,0,0
592.72,0,0,0,0,0,0,0,0,0,0,0
593.09,0,0,0,0,0,0,0,0,0,0,0
593.46,0,0,0,0,0,0,0,0,0,0,0
593.82,0,0,0,0,0,0,0,0,0,0,0
594.19,0,0,0,0,0,0,0,0,0,0,0
594.56,0,0,0,0,0,0,0,0,0,0,0
594.92,0,0,0,0,0,0,0,0,0,0,0
595.29,0,0,0,0,0,0,0,0,0,0,0
595.66,0,0,0,0,0,0,0,0,0,0,0
596.02,0,0,0,0,0,0,0,0,0,0,0
596.39,0,0,0,0,0,0,0,0,0,0,0
596.75,0,0,0,0,0,0,0,0,0,0,0
597.12,0,0,0,0,0,0,0,0,0,0,0
597.49,0,0,0,0,0,0,0,0,0,0,0
597.85,0,0,0,0,0,0,0,0,0,0,0
598.22,0,0,0,0,0,0,0,0,0,0,0
598.59,0,0,0,0,0,0,0,0,0,0,0
598.95,0,0,0,0,0,0,0,0,0,0,0
599.32,0,0,0,0,0,0,0,0,0,0,0
599.68,0,0,0,0,0,0,0,0,0,0,0
600.05,0,0,0,0,0,0,0,0,0,0,0
600.42,0,0,0,0,0,0,0,0,0,0,0
600.78,0,0,0,0,0,0,0,0,0,0,0
601.15,0,0,0,0,0,0,0,0,0,0,0
601.51,0,0,0,0,0,0,0,0,0,0,0
601.88,0,0,0,0,0,0,0,0,0,0,0
602.24,0,0,0,0,0,0,0,0,0,0,0
602.61,0,0,0,0,0,0,0,0,0,0,0
602.98,0,0,0,0,0,0,0,0,0,0,0
603.34,0,0,0,0,0,0,0,0,0,0,0
603.71,0,0,0,0,0,0,0,0,0,0,0
604.07,0,0,0,0,0,0,0,0,0,0,0
604.44,0,0,0,0,0,0,0,0,0,0,0
604.8,0,0,0,0,0,0,0,0,0,0,0
605.17,0,0,0,0,0,0,0,0,0,0,0
605.53,0,0,0,0,0,0,0,0,0,0,0
605.9,0,0,0,0,0,0,0,0,0,0,0
606.26,0,0,0,0,0,0,0,0,0,0,0
606.63,0,0,0,0,0,0,0,0,0,0,0
606.99,0,0,0,0,0,0,0,0,0,0,0
607.36,0,0,0,0,0,0,0,0,0,0,0
607.72,0,0,0,0,0,0,0,0,0,0,0
608.09,0,0,0,0,0,0,0,0,0,0,0
608.45,0,0,0,0,0,0,0,0,0,0,0
608.82,0,0,0,0,0,0,0,0,0,0,0
609.18,0,0,0,0,0,0,0,0,0,0,0
609.55,0,0,0,0,0,0,0,0,0,0,0
609.91,0,0,0,0,0,0,0,0,0,0,0
610.28,0,0,0,0,0,0,0,0,0,0,0
610.64,0,0,0,0,0,0,0,0,0,0,0
611.01,0,0,0,0,0,0,0,0,0,0,0
611.37,0,0,0,0,0,0,0,0,0,0,0
611.74,0,0,0,0,0,0,0,0,0,0,0
612.1,0,0,0,0,0,0,0,0,0,0,0
612.47,0,0,0,0,0,0,0,0,0,0,0
612.83,0,0,0,0,0,0,0,0,0,0,0
613.2,0,0,0,0,0,0,0,0,0,0,0
613.56,0,0,0,0,0,0,0,0,0,0,0
613.92,0,0,0,0,0,0,0,0,0,0,0
614.29,0,0,0,0,0,0,0,0,0,0,0
614.65,0,0,0,0,0,0,0,0,0,0,0
615.02,0,0,0,0,0,0,0,0,0,0,0
615.38,0,0,0,0,0,0,0,0,0,0,0
615.75,0,0,0,0,0,0,0,0,0,0,0
616.11,0,0,0,0,0,0,0,0,0,0,0
616.47,0,0,0,0,0,0,0,0,0,0,0
616.84,0,0,0,0,0,0,0,0,0,0,0
617.2,0,0,0,0,0,0,0,0,0,0,0
617.57,0,0,0,0,0,0,0,0,0,0,0
617.93,0,0,0,0,0,0,0,0,0,0,0
618.29,0,0,0,0,0,0,0,0,0,0,0
618.66,0,0,0,0,0,0,0,0,0,0,0
619.02,0,0,0,0,0,0,0,0,0,0,0
619.38,0,0,0,0,0,0,0,0,0,0,0
619.75,0,0,0,0,0,0,0,0,0,0,0
620.11,0,0,0,0,0,0,0,0,0,0,0
620.48,0,0,0,0,0,0,0,0,0,0,0
620.84,0,0,0,0,0,0,0,0,0,0,0
621.2,0,0,0,0,0,0,0,0,0,0,0
621.57,0,0,0,0,0,0,0,0,0,0,0
621.93,0,0,0,0,0,0,0,0,0,0,0
622.29,0,0,0,0,0,0,0,0,0,0,0
622.66,0,0,0,0,0,0,0,0,0,0,0
623.02,0,0,0,0,0,0,0,0,0,0,0
623.38,0,0,0,0,0,0,0,0,0,0,0
623.75,0,0,0,0,0,0,0,0,0,0,0
624.11,0,0,0,0,0,0,0,0,0,0,0
624.47,0,0,0,0,0,0,0,0,0,0,0
624.84,0,0,0,0,0,0,0,0,0,0,0
625.2,0,0,0,0,0,0,0,0,0,0,0
625.56,0,0,0,0,0,0,0,0,0,0,0
625.92,0,0,0,0,0,0,0,0,0,0,0
626.29,0,0,0,0,0,0,0,0,0,0,0
626.65,0,0,0,0,0,0,0,0,0,0,0
627.01,0,0,0,0,0,0,0,0,0,0,0
627.38,0,0,0,0,0,0,0,0,0,0,0
627.74,0,0,0,0,0,0,0,0,0,0,0
628.1,0,0,0,0,0,0,0,0,0,0,0
628.46,0,0,0,0,0,0,0,0,0,0,0
628.83,0,0,0,0,0,0,0,0,0,0,0
629.19,0,0,0,0,0,0,0,0,0,0,0
629.55,0,0,0,0,0,0,0,0,0,0,0
629.91,0,0,0,0,0,0,0,0,0,0,0
630.28,0,0,0,0,0,0,0,0,0,0,0
630.64,0,0,0,0,0,0,0,0,0,0,0
631,0,0,0,0,0,0,0,0,0,0,0
631.36,0,0,0,0,0,0,0,0,0,0,0
631.73,0,0,0,0,0,0,0,0,0,0,0
632.09,0,0,0,0,0,0,0,0,0,0,0
632.45,0,0,0,0,0,0,0,0,0,0,0
632.81,0,0,0,0,0,0,0,0,0,0,0
633.18,0,0,0,0,0,0,0,0,0,0,0
633.54,0,0,0,0,0,0,0,0,0,0,0
633.9,0,0,0,0,0,0,0,0,0,0,0
634.26,0,0,0,0,0,0,0,0,0,0,0
634.62,0,0,0,0,0,0,0,0,0,0,0
634.99,0,0,0,0,0,0,0,0,0,0,0
635.35,0,0,0,0,0,0,0,0,0,0,0
635.71,0,0,0,0,0,0,0,0,0,0,0
636.07,0,0,0,0,0,0,0,0,0,0,0
636.43,0,0,0,0,0,0,0,0,0,0,0
636.79,0,0,0,0,0,0,0,0,0,0,0
637.16,0,0,0,0,0,0,0,0,0,0,0
637.52,0,0,0,0,0,0,0,0,0,0,0
637.88,0,0,0,0,0,0,0,0,0,0,0
638.24,0,0,0,0,0,0,0,0,0,0,0
638.6,0,0,0,0,0,0,0,0,0,0,0
638.96,0,0,0,0,0,0,0,0,0,0,0
639.32,0,0,0,0,0,0,0,0,0,0,0
639.69,0,0,0,0,0,0,0,0,0,0,0
640.05,0,0,0,0,0,0,0,0,0,0,0
640.41,0,0,0,0,0,0,0,0,0,0,0
640.77,0,0,0,0,0,0,0,0,0,0,0
641.13,0,0,0,0,0,0,0,0,0,0,0
641.49,0,0,0,0,0,0,0,0,0,0,0
641.85,0,0,0,0,0,0,0,0,0,0,0
642.21,0,0,0,0,0,0,0,0,0,0,0
642.58,0,0,0,0,0,0,0,0,0,0,0
